Datetime,Open,High,Low,Close,Volume
2023-04-11 12:00:00+00:00,107.8499984741211,109.72000122070312,106.7699966430664,109.66999816894531,154392
2023-04-11 16:00:00+00:00,109.68499755859375,109.75499725341797,108.91999816894531,109.04000091552734,377990
2023-04-12 12:00:00+00:00,110.0,110.48999786376953,109.30000305175781,109.875,450711
2023-04-12 16:00:00+00:00,109.87999725341797,110.30999755859375,109.15249633789062,109.7699966430664,505424
2023-04-13 12:00:00+00:00,110.125,110.20999908447266,108.47000122070312,109.88999938964844,287474
2023-04-13 16:00:00+00:00,109.88099670410156,110.69000244140625,109.80999755859375,110.19999694824219,370087
2023-04-14 12:00:00+00:00,110.33999633789062,112.55000305175781,110.17240142822266,111.51000213623047,311289
2023-04-14 16:00:00+00:00,111.44000244140625,111.94999694824219,110.78739929199219,111.68000030517578,353966
2023-04-17 12:00:00+00:00,112.0,112.08000183105469,110.30000305175781,110.3499984741211,224852
2023-04-17 16:00:00+00:00,110.29019927978516,111.3499984741211,110.25,111.16000366210938,288838
2023-04-18 12:00:00+00:00,111.51000213623047,112.3499984741211,111.19999694824219,111.66999816894531,230697
2023-04-18 16:00:00+00:00,111.68000030517578,111.83999633789062,111.18000030517578,111.56999969482422,353577
2023-04-19 12:00:00+00:00,111.26000213623047,111.8499984741211,110.76570129394531,111.3499984741211,244627
2023-04-19 16:00:00+00:00,111.30000305175781,111.87999725341797,111.05999755859375,111.8499984741211,284402
2023-04-20 12:00:00+00:00,111.37000274658203,112.44999694824219,111.29499816894531,112.08000183105469,167017
2023-04-20 16:00:00+00:00,112.10530090332031,112.2699966430664,110.98999786376953,111.72000122070312,314650
2023-04-21 12:00:00+00:00,112.06999969482422,112.33000183105469,110.44000244140625,110.75,312113
2023-04-21 16:00:00+00:00,110.72000122070312,111.44000244140625,110.52999877929688,111.25,293388
2023-04-24 12:00:00+00:00,110.8499984741211,112.5,110.8499984741211,111.8499984741211,211929
2023-04-24 16:00:00+00:00,111.86000061035156,112.72000122070312,111.8499984741211,112.61000061035156,380868
2023-04-25 12:00:00+00:00,111.19999694824219,111.19999694824219,108.5999984741211,109.26000213623047,599581
2023-04-25 16:00:00+00:00,109.22000122070312,110.02999877929688,109.06999969482422,109.61000061035156,600407
2023-04-26 12:00:00+00:00,108.66999816894531,109.31939697265625,107.68000030517578,108.0199966430664,229063
2023-04-26 16:00:00+00:00,108.0,108.05000305175781,106.42500305175781,106.72000122070312,428220
2023-04-27 12:00:00+00:00,107.38999938964844,112.4000015258789,107.30000305175781,112.0250015258789,819857
2023-04-27 16:00:00+00:00,112.0250015258789,112.25,111.40499877929688,111.58000183105469,605509
2023-04-28 12:00:00+00:00,111.80000305175781,114.59500122070312,111.80000305175781,114.56999969482422,699174
2023-04-28 16:00:00+00:00,114.56900024414062,114.63999938964844,113.4000015258789,113.86000061035156,554149
2023-05-01 12:00:00+00:00,114.20999908447266,115.70999908447266,113.97000122070312,115.62000274658203,458443
2023-05-01 16:00:00+00:00,115.61000061035156,117.30000305175781,115.52999877929688,116.44000244140625,801445
