z1_cave_depth_pct,z1_cave_symmetry,z1_c2_vs_c1,z1_neckline_height,z1_pattern_length,z1_decline_magnitude,z1_decline_bars,z1_higher_low,z4_spring_depth,z4_spring_present,z2_c2_vs_fib382,z2_c2_vs_fib500,z2_c2_vs_fib618,z2_fib_alignment,z3_rvol_c2,z3_volume_trend,z3_c2_vol_vs_c1,z3_vol_declining,z3_obv_slope,z3_rsi_c2,z3_rsi_c1,z3_rsi_divergence,z3_rsi_oversold,z3_macd_c2,z3_macd_rising,z4_atr_c2,z4_atr_pct,z4_atr_compression,z4_nr4,z4_nr7,z4_bb_width,z5_rs_rank_c2,z5_rs_rank_c1,z5_rs_improving,z5_price_vs_sma50,z5_price_vs_sma200,z5_sma50_slope,z6_c2_body_ratio,z6_c2_lower_wick,z6_c2_is_bullish,z6_pattern_bars,z6_pattern_too_short,z6_pattern_too_long,ticker,c1_date,c1_idx,c2_idx,label,outcome,bars_to_breakout,max_gain,max_loss
0.063994,0.98724,-0.01276,0.068369,65.0,0.127092,60.0,1.0,0.069663,1.0,0.804627,0.686627,0.568627,0.568627,1.6261,-0.124815,1.328547,0.0,-0.051299,21.626577,31.125825,-9.499248,1.0,-0.709024,0.0,1.493603,0.021111,1.117256,0.0,0.0,0.082693,50.0,50.0,0.0,-0.054853,-0.066238,0.009634,0.599999,0.252633,0.0,65.0,0.0,0.0,CHRW,2018-12-18,2255,2320,1,breakout,14,0.0882,0.0
0.03932,0.90791,-0.09209,0.04093,44.0,0.128045,60.0,1.0,0.09209,1.0,2.867948,2.749948,2.631948,2.631948,0.761674,0.094961,1.062698,0.0,-0.051244,25.803052,28.35799,-2.554939,1.0,-1.407298,0.0,1.793732,0.024113,0.957353,0.0,0.0,0.088857,50.0,50.0,0.0,-0.068704,-0.155671,-0.022988,0.486187,0.154696,0.0,44.0,0.0,0.0,CHRW,2023-09-12,3445,3489,0,cave1_violated,-1,0.0547,0.0
0.152622,0.949096,0.050904,0.180111,71.0,0.122422,60.0,1.0,-0.0,0.0,0.335375,0.217375,0.099375,0.099375,1.750092,-0.116692,1.343217,0.0,-0.063153,30.192696,36.750476,-6.557781,1.0,-2.715641,0.0,4.079962,0.026998,0.991451,0.0,0.0,0.109301,50.0,50.0,0.0,-0.069578,-0.01805,0.002654,0.026937,0.555553,0.0,71.0,0.0,0.0,CHTR,2014-10-17,1205,1276,1,breakout,4,0.1534,0.0
0.126118,0.984644,-0.015356,0.14432,73.0,0.120193,60.0,1.0,0.015356,1.0,0.7244,0.6064,0.4884,0.4884,1.618332,0.567066,1.62181,0.0,-0.101886,18.112068,34.194027,-16.08196,1.0,-1.053233,0.0,6.294269,0.037609,1.045046,0.0,0.0,0.147819,50.0,50.0,0.0,-0.089938,-0.058636,0.006082,0.500001,0.119767,0.0,73.0,0.0,0.0,CHTR,2015-06-16,1370,1443,0,timeout,-1,0.1552,0.0
0.167381,0.966061,-0.033939,0.201029,80.0,0.162257,60.0,1.0,0.058176,1.0,0.786825,0.668825,0.550825,0.550825,1.254221,0.217267,1.208499,0.0,-0.036288,39.738326,36.743382,2.994944,0.0,-11.632508,0.0,9.604609,0.030815,0.902039,0.0,0.0,0.209074,50.0,50.0,0.0,-0.103432,-0.116646,-0.024141,0.701534,0.22361,1.0,80.0,0.0,0.0,CHTR,2017-12-06,1995,2075,0,cave1_violated,-1,0.0171,0.0033
0.141852,0.947862,0.052138,0.1653,38.0,0.273314,60.0,1.0,-0.0,0.0,0.302589,0.184589,0.066589,0.066589,1.659471,0.132824,0.561983,1.0,-0.105047,16.338979,31.335146,-14.996167,1.0,-1.490688,0.0,6.845812,0.024926,0.855023,0.0,0.0,0.116534,50.0,50.0,0.0,-0.039626,-0.147694,0.012426,0.601035,0.266839,0.0,38.0,0.0,0.0,CHTR,2018-05-31,2115,2153,1,breakout,4,0.109,0.0
0.223352,0.995593,-0.004407,0.287584,46.0,0.378354,60.0,1.0,0.004407,0.0,0.633325,0.515325,0.397325,0.397325,2.273603,0.811942,3.244764,0.0,-0.079097,18.360291,32.59449,-14.2342,1.0,-8.774364,0.0,19.042036,0.062441,1.316076,1.0,0.0,0.280377,50.0,50.0,0.0,-0.148101,-0.307507,0.02126,0.386974,0.135058,0.0,46.0,0.0,0.0,CHTR,2022-10-12,3215,3261,1,breakout,22,0.2989,0.0
0.239709,0.94876,0.05124,0.315286,57.0,0.205299,60.0,1.0,0.027024,1.0,0.455482,0.337482,0.219482,0.219482,1.439339,0.225776,0.467036,1.0,-0.054405,12.898472,20.096792,-7.198319,1.0,-11.433084,0.0,10.939782,0.033202,0.920215,0.0,0.0,0.218819,50.0,50.0,0.0,-0.132016,-0.173591,0.018373,0.846359,0.153641,0.0,57.0,0.0,0.0,CHTR,2022-12-15,3260,3317,0,timeout,-1,0.0881,0.0
0.040222,0.922034,-0.077966,0.041908,74.0,0.141613,60.0,1.0,0.096674,1.0,2.478418,2.360418,2.242418,2.242418,0.81644,-0.104348,1.059566,0.0,-0.016796,37.783624,23.108007,14.675617,0.0,-2.329806,0.0,8.110531,0.024858,0.929038,0.0,0.0,0.067643,50.0,50.0,0.0,-0.035385,-0.08224,-0.009797,0.458523,0.14932,1.0,74.0,0.0,0.0,CHTR,2023-03-08,3315,3389,0,cave1_violated,-1,0.0325,0.0
0.08869,0.951369,-0.048631,0.097321,25.0,0.184961,60.0,1.0,0.048631,1.0,1.117694,0.999694,0.881694,0.881694,1.436666,-0.093711,1.358801,0.0,-0.052003,25.151505,34.453292,-9.301786,1.0,-4.357287,0.0,8.664689,0.027106,0.76202,0.0,0.0,0.135489,50.0,50.0,0.0,-0.072722,-0.126206,-0.006152,0.531957,0.00275,0.0,25.0,0.0,0.0,CHTR,2023-04-20,3345,3370,0,cave1_violated,-1,0.0428,0.0
0.146013,0.932816,0.067184,0.170978,36.0,0.18728,60.0,1.0,-2e-06,0.0,0.225063,0.107063,0.010937,0.010937,0.89856,-0.121326,0.922374,1.0,0.466928,33.251124,10.688878,22.562246,1.0,0.156484,0.0,0.805868,0.028007,0.948674,0.0,0.0,0.162657,50.0,50.0,0.0,-0.019826,0.0,-0.005608,0.736108,0.0,0.0,36.0,0.0,0.0,CI,2010-07-02,125,161,1,breakout,13,0.1099,0.0
0.059208,0.955452,-0.044548,0.062935,61.0,0.211934,60.0,1.0,0.044548,1.0,1.325844,1.207844,1.089844,1.089844,1.878881,0.023618,1.36238,0.0,0.010813,31.616281,19.781289,11.834992,1.0,-1.217662,1.0,3.327888,0.028649,0.805663,0.0,0.0,0.063191,50.0,50.0,0.0,-0.062008,-0.065513,-0.009317,0.586812,0.085714,0.0,61.0,0.0,0.0,CI,2015-08-25,1420,1481,1,breakout,19,0.1187,0.0
0.232439,0.891847,0.108153,0.302829,52.0,0.252952,60.0,1.0,-0.0,0.0,0.260857,0.142857,0.024857,0.024857,1.492039,0.4805,2.298249,0.0,-1.31903,28.295261,27.02084,1.274421,1.0,-0.301952,0.0,0.538963,0.040463,1.046274,0.0,0.0,0.221784,50.0,50.0,0.0,-0.066992,-0.08694,0.012927,0.5,0.428571,0.0,52.0,0.0,0.0,CIEN,2010-08-16,155,207,1,breakout,24,0.1802,0.0
0.269425,0.870359,0.129641,0.368785,26.0,0.243333,60.0,1.0,-0.0,0.0,0.266464,0.148464,0.030464,0.030464,1.053879,-0.415148,1.497723,0.0,0.062615,22.774143,38.660523,-15.88638,1.0,0.400445,0.0,0.707916,0.039438,0.946051,0.0,0.0,0.252114,50.0,50.0,0.0,-0.00696,-0.102951,0.021751,0.923729,0.076271,0.0,26.0,0.0,0.0,CIEN,2016-05-19,1605,1631,0,timeout,-1,0.1432,0.0
0.079161,0.932987,-0.067013,0.085966,26.0,0.156131,60.0,1.0,0.067013,1.0,1.397528,1.279528,1.161528,1.161528,1.602851,1.432589,2.740186,0.0,-0.086146,29.586264,23.520799,6.065466,1.0,-0.713134,0.0,1.868175,0.04518,1.671336,0.0,0.0,0.178796,50.0,50.0,0.0,-0.114148,-0.117936,-0.017156,0.802394,0.107784,0.0,26.0,0.0,0.0,CIEN,2023-05-03,3355,3381,0,cave1_violated,-1,0.0046,0.0
0.047492,0.969097,-0.030903,0.04986,54.0,0.121806,60.0,1.0,0.030903,1.0,1.237804,1.119804,1.001804,1.001804,2.371321,-0.131754,0.269034,1.0,-0.022214,31.555652,19.597035,11.958617,1.0,-1.474128,0.0,2.465581,0.018045,0.961534,0.0,0.0,0.05245,50.0,50.0,0.0,-0.043767,-0.114786,-0.010304,0.249381,0.681483,0.0,54.0,0.0,0.0,CLX,2021-08-03,2915,2969,0,cave1_violated,-1,0.0129,0.0
0.033109,0.982766,-0.017234,0.034243,46.0,0.139289,60.0,1.0,0.043495,1.0,1.121275,1.003275,0.885275,0.885275,1.410598,0.235449,1.923633,0.0,-0.00748,36.22695,23.63887,12.588081,0.0,-0.413734,0.0,2.673539,0.021639,1.095775,0.0,0.0,0.046849,50.0,50.0,0.0,-0.014597,-0.052753,-0.008539,0.053968,0.806349,0.0,46.0,0.0,0.0,CLX,2024-05-22,3620,3666,1,breakout,3,0.0938,0.0
0.028456,0.930927,-0.069073,0.02929,55.0,0.133793,60.0,1.0,0.075809,1.0,2.97627,2.85827,2.74027,2.74027,0.941012,-0.243184,1.678201,0.0,-0.015123,29.109985,27.674523,1.435462,1.0,-1.530393,0.0,2.145959,0.018632,0.901048,0.0,0.0,0.066585,50.0,50.0,0.0,-0.043917,-0.166287,-0.008325,0.682051,0.071794,0.0,55.0,0.0,0.0,CLX,2025-06-06,3880,3935,0,cave1_violated,-1,0.011,0.0
0.102737,0.98394,-0.01606,0.1145,61.0,0.145076,60.0,1.0,0.016061,1.0,0.758261,0.640261,0.522261,0.522261,1.44906,0.55733,1.087865,0.0,-0.460906,23.04,16.940935,6.099064,1.0,-0.305204,0.0,0.573719,0.020291,0.864164,0.0,0.0,0.058065,50.0,50.0,0.0,-0.057445,-0.041257,0.000427,0.730261,0.19079,0.0,61.0,0.0,0.0,CME,2012-05-07,590,651,1,breakout,24,0.1409,0.0
0.050091,0.92128,-0.07872,0.052733,59.0,0.146995,60.0,1.0,0.07872,1.0,2.110815,1.992815,1.874815,1.874815,2.136002,0.172387,2.918174,0.0,-0.027714,12.861059,37.369532,-24.508473,1.0,-2.306039,0.0,3.604206,0.029676,1.019987,0.0,0.0,0.120607,50.0,50.0,0.0,-0.109369,-0.160106,-0.00717,0.663518,0.239669,0.0,59.0,0.0,0.0,CME,2020-08-05,2665,2724,0,cave1_violated,-1,0.0029,0.0
0.084117,0.958644,-0.041356,0.091842,49.0,0.190047,60.0,1.0,0.041356,1.0,1.068296,0.950296,0.832296,0.832296,1.501515,-0.159696,0.846612,1.0,-0.760008,27.080671,23.579685,3.500986,1.0,-0.107458,0.0,0.150976,0.019431,0.705368,0.0,0.0,0.148733,50.0,50.0,0.0,-0.040066,-0.169978,-0.017212,0.657499,0.18625,0.0,49.0,0.0,0.0,CMG,2016-06-10,1620,1669,0,cave1_violated,-1,0.0194,0.0
0.083298,0.890118,-0.109882,0.090867,30.0,0.282833,60.0,1.0,0.109882,1.0,1.82726,1.70926,1.59126,1.59126,0.977421,1.239567,1.181302,0.0,-0.486701,23.527536,37.771444,-14.243908,1.0,-0.163064,0.0,0.25218,0.046926,1.518146,1.0,0.0,0.23799,50.0,50.0,0.0,-0.131816,-0.318973,-0.01247,0.906472,0.074822,0.0,30.0,0.0,0.0,CMG,2017-09-18,1940,1970,0,cave1_violated,-1,0.0119,0.0
0.073392,0.848896,-0.151104,0.079204,59.0,0.135713,60.0,1.0,0.151104,1.0,2.525778,2.407778,2.289778,2.289778,0.658215,0.179968,0.45593,1.0,-0.216714,8.974028,18.963591,-9.989564,1.0,-0.336261,0.0,0.340506,0.044125,1.182855,1.0,1.0,0.26652,50.0,50.0,0.0,-0.154425,-0.117646,-0.003644,0.444444,0.282052,0.0,59.0,0.0,0.0,CMG,2018-09-28,2200,2259,0,cave1_violated,-1,0.0515,0.0
0.190523,0.959523,0.040477,0.235365,65.0,0.291101,60.0,1.0,0.0,0.0,0.446023,0.328023,0.210023,0.210023,1.722867,0.193706,0.540398,1.0,-0.705746,16.539036,25.05017,-8.511134,1.0,-1.637018,0.0,1.749739,0.028569,0.942122,0.0,0.0,0.175466,50.0,50.0,0.0,-0.108777,-0.161312,0.002231,0.598161,0.187117,0.0,65.0,0.0,0.0,CMI,2012-07-11,635,700,0,timeout,-1,0.1783,0.0
0.12696,0.95979,-0.04021,0.145422,73.0,0.206906,60.0,1.0,0.04021,1.0,0.894505,0.776505,0.658505,0.658505,1.395585,0.180735,1.853928,0.0,-0.228173,10.921658,48.28007,-37.358412,1.0,-2.258451,0.0,3.692535,0.034902,1.300862,0.0,0.0,0.169661,50.0,50.0,0.0,-0.113566,-0.150188,0.001192,0.867452,0.032809,0.0,73.0,0.0,0.0,CMI,2018-07-12,2145,2218,0,cave1_violated,-1,0.0023,0.0
0.101152,0.960742,-0.039258,0.112536,39.0,0.141979,60.0,1.0,0.039259,1.0,0.966852,0.848852,0.730852,0.730852,1.357117,0.342031,1.323412,0.0,0.013258,28.937767,42.97097,-14.033204,1.0,-2.788548,0.0,6.164182,0.036205,1.108171,0.0,0.0,0.175638,50.0,50.0,0.0,-0.070499,-0.131196,-0.003331,0.667976,0.158153,0.0,39.0,0.0,0.0,CMI,2022-04-27,3100,3139,1,breakout,25,0.1905,0.0
0.186101,0.921114,0.078886,0.228654,69.0,0.121295,60.0,1.0,0.017235,1.0,0.272998,0.154998,0.036998,0.036998,0.890458,0.08088,0.45621,1.0,-0.096881,23.377704,24.894543,-1.516839,1.0,-2.840602,0.0,4.493941,0.024043,1.0609,0.0,0.0,0.08902,50.0,50.0,0.0,-0.060826,-0.0249,0.011362,0.129499,0.055155,0.0,69.0,0.0,0.0,CMI,2022-06-16,3135,3204,1,breakout,19,0.1486,0.0
0.219367,0.884732,0.115268,0.281011,80.0,0.187584,60.0,1.0,0.0,0.0,0.20781,0.08981,0.02819,0.02819,0.702834,0.132862,0.581433,1.0,-0.026735,38.443578,34.161094,4.282484,0.0,-1.460726,0.0,3.95889,0.018241,0.980455,0.0,0.0,0.046951,50.0,50.0,0.0,-0.042963,-0.024845,-0.011982,0.067279,0.159023,0.0,80.0,0.0,0.0,CMI,2023-06-01,3375,3455,0,timeout,-1,0.0099,0.0603
0.085341,0.990631,0.009369,0.093303,64.0,0.130335,60.0,1.0,0.059266,1.0,0.517588,0.399588,0.281588,0.281588,3.365126,0.396331,4.38124,0.0,-0.0547,24.185722,50.969524,-26.783802,1.0,-0.188966,0.0,4.330572,0.01979,0.937009,0.0,0.0,0.057498,50.0,50.0,0.0,-0.010615,-0.001668,0.015053,0.345208,0.596883,0.0,64.0,0.0,0.0,CMI,2023-10-17,3470,3534,1,breakout,12,0.0974,0.0
0.161812,0.946429,0.053571,0.19305,56.0,0.12426,60.0,1.0,0.024131,1.0,0.3405,0.2225,0.1045,0.1045,1.946386,0.173915,1.825915,0.0,-0.216571,30.371131,42.372048,-12.000917,1.0,-0.056987,0.0,0.175205,0.032104,0.99412,0.0,0.0,0.161939,50.0,50.0,0.0,-0.038563,-0.000794,0.013453,0.307693,0.547008,0.0,56.0,0.0,0.0,CNC,2010-08-23,160,216,1,breakout,25,0.1493,0.0
0.236502,0.930571,0.069429,0.309761,62.0,0.198406,60.0,1.0,0.0,0.0,0.393862,0.275862,0.157862,0.157862,1.135398,0.553613,1.182133,0.0,-0.047015,27.434784,30.155021,-2.720237,1.0,-1.345573,0.0,1.764313,0.030383,0.916714,0.0,0.0,0.126141,50.0,50.0,0.0,-0.095596,-0.079191,-0.005354,0.537878,0.386362,0.0,62.0,0.0,0.0,CNC,2020-09-24,2700,2762,0,timeout,-1,0.2011,0.0009
0.089965,0.981939,-0.018061,0.098859,43.0,0.230338,60.0,1.0,0.018061,1.0,0.800692,0.682692,0.564692,0.564692,1.032936,0.228807,0.78043,1.0,-0.051517,19.220488,39.249581,-20.029094,1.0,-1.102189,0.0,1.398526,0.022564,0.893922,0.0,0.0,0.117811,50.0,50.0,0.0,-0.06299,-0.190544,-0.000266,0.009526,0.133333,0.0,43.0,0.0,0.0,CNC,2023-03-28,3330,3373,1,breakout,10,0.1208,0.0
0.12314,0.909502,0.090498,0.140433,38.0,0.126729,60.0,1.0,-0.0,0.0,0.026419,0.144419,0.262419,0.026419,0.936996,0.28419,0.684627,1.0,-0.009966,23.46686,32.717764,-9.250904,1.0,0.198423,0.0,1.663973,0.024659,1.161979,1.0,0.0,0.086149,50.0,50.0,0.0,-0.003806,-0.006624,0.012993,0.214284,0.275514,0.0,38.0,0.0,0.0,CNC,2023-09-05,3440,3478,1,breakout,6,0.0646,0.0
0.140222,0.973181,0.026819,0.163091,58.0,0.123507,60.0,1.0,0.059293,1.0,0.453556,0.335556,0.217556,0.217556,1.923419,0.428187,1.282629,0.0,-0.005579,21.736167,36.650192,-14.914025,1.0,0.193842,0.0,2.258885,0.031892,1.175688,0.0,0.0,0.121843,50.0,50.0,0.0,-0.025035,-0.046982,0.021548,0.814671,0.034751,0.0,58.0,0.0,0.0,CNC,2024-06-13,3635,3693,0,cave1_violated,-1,0.081,0.1105
0.092565,0.989153,-0.010847,0.102008,6.0,0.125592,60.0,1.0,0.010851,1.0,0.724332,0.606332,0.488332,0.488332,1.531387,1.112952,1.066505,0.0,-0.104726,26.026988,16.733327,9.293661,1.0,-0.193072,0.0,0.214746,0.019478,1.05861,0.0,0.0,0.12322,50.0,50.0,0.0,-0.058125,-0.046453,-0.009953,0.714285,0.285715,0.0,6.0,1.0,0.0,CNP,2012-01-19,515,521,0,timeout,-1,0.083,0.0
0.040423,0.940038,-0.059962,0.042126,70.0,0.13383,60.0,1.0,0.059963,1.0,2.041418,1.923418,1.805418,1.805418,1.003649,-0.066254,1.177601,0.0,-29.920006,26.133983,29.672024,-3.538041,1.0,-0.254152,0.0,0.750164,0.026137,0.861614,0.0,0.0,0.114435,50.0,50.0,0.0,-0.056423,-0.094891,-0.004093,0.351353,0.148649,0.0,70.0,0.0,0.0,COF,2010-08-16,155,225,0,cave1_violated,-1,0.0315,0.0
0.113941,0.991314,0.008686,0.128593,68.0,0.156394,60.0,1.0,-0.0,0.0,0.550453,0.432453,0.314453,0.314453,1.725333,0.363473,1.108103,0.0,-0.110458,28.733338,37.896749,-9.16341,1.0,-1.008081,0.0,1.2283,0.018183,0.933006,0.0,0.0,0.085414,50.0,50.0,0.0,-0.052989,-0.071395,-0.001649,0.714283,0.258242,0.0,68.0,0.0,0.0,COF,2017-06-01,1865,1933,0,timeout,-1,0.1182,0.0003
0.103096,0.973548,0.026452,0.114946,35.0,0.226864,60.0,1.0,0.07125,1.0,0.387874,0.269874,0.151874,0.151874,0.928269,-0.205468,0.887216,1.0,-0.046803,33.180913,16.188758,16.992155,1.0,-0.214947,0.0,1.498902,0.021711,0.789648,0.0,0.0,0.090161,50.0,50.0,0.0,-0.027495,-0.134753,-0.016589,0.045199,0.570624,0.0,35.0,0.0,0.0,COF,2018-12-18,2255,2290,1,breakout,25,0.0908,0.0
0.19806,0.998399,0.001601,0.246977,47.0,0.25769,60.0,1.0,0.0,0.0,0.611519,0.493519,0.375519,0.375519,0.757557,-0.221524,1.617641,0.0,-0.14765,24.312453,40.760594,-16.448141,1.0,-6.514059,0.0,8.176721,0.036296,0.808776,0.0,0.0,0.234138,50.0,50.0,0.0,-0.094719,0.0,0.000355,0.655211,0.027492,0.0,47.0,0.0,0.0,COIN,2021-07-23,70,117,1,breakout,12,0.2456,0.0
0.078251,0.970955,-0.029045,0.084894,43.0,0.142744,60.0,1.0,0.04429,1.0,0.960129,0.842129,0.724129,0.724129,0.723422,0.515487,0.834301,1.0,-0.064172,22.115719,19.379034,2.736685,1.0,-1.543547,0.0,3.099285,0.032679,1.231912,0.0,0.0,0.140521,50.0,50.0,0.0,-0.055813,-0.072911,-0.013571,0.476313,0.258398,0.0,43.0,0.0,0.0,COO,2021-11-24,2995,3038,1,breakout,25,0.1188,0.0
0.082125,0.951591,-0.048409,0.089473,53.0,0.12562,60.0,1.0,0.048409,1.0,1.159045,1.041045,0.923045,0.923045,0.522481,0.285122,0.64054,1.0,-0.076932,12.674996,10.401294,2.273702,1.0,-2.062482,0.0,1.831535,0.021419,0.864059,0.0,0.0,0.145409,50.0,50.0,0.0,-0.074202,-0.057474,-0.00808,0.485027,0.293415,0.0,53.0,0.0,0.0,COO,2024-04-17,3595,3648,0,cave1_violated,-1,0.0046,0.0
0.120175,0.983346,-0.016654,0.13659,22.0,0.217134,60.0,1.0,0.016653,1.0,0.739927,0.621927,0.503927,0.503927,1.032199,0.158586,1.151595,0.0,-0.061263,26.074025,22.584717,3.489307,1.0,-1.151414,0.0,1.484808,0.034776,0.905499,0.0,0.0,0.202203,50.0,50.0,0.0,-0.099426,-0.181706,-0.017877,0.883535,0.012048,0.0,22.0,0.0,0.0,COP,2014-12-12,1245,1267,0,timeout,-1,0.1503,0.0
0.07024,0.969431,-0.030569,0.075546,40.0,0.148489,60.0,1.0,0.030568,1.0,1.02264,0.90464,0.78664,0.78664,0.780142,0.498458,0.78547,1.0,-0.349581,27.160571,28.18121,-1.02064,1.0,-0.452089,0.0,0.768448,0.026462,1.236893,0.0,0.0,0.128521,50.0,50.0,0.0,-0.059597,-0.060502,-0.006306,0.385546,0.012046,0.0,40.0,0.0,0.0,COP,2016-07-25,1650,1690,0,cave1_violated,-1,0.0515,0.0
0.185831,0.957573,0.042427,0.228246,33.0,0.195712,60.0,1.0,0.009625,0.0,0.432119,0.314119,0.196119,0.196119,0.760365,-0.117501,1.010841,0.0,0.031219,24.076014,22.649958,1.426056,1.0,0.198199,0.0,1.448357,0.034511,1.027746,0.0,0.0,0.189982,50.0,50.0,0.0,-0.046186,-0.136774,-0.007977,0.843137,0.034314,0.0,33.0,0.0,0.0,COP,2019-08-15,2420,2453,0,timeout,-1,0.1304,0.0
0.084093,0.830447,-0.169553,0.091814,68.0,0.145405,60.0,1.0,0.169553,1.0,2.464691,2.346691,2.228691,2.228691,2.230963,0.096342,2.796478,0.0,-0.077315,21.910002,20.357636,1.552366,1.0,-3.466494,0.0,3.802065,0.044564,1.167068,1.0,1.0,0.166872,50.0,50.0,0.0,-0.151841,-0.129253,-0.021429,0.568116,0.257971,0.0,68.0,0.0,0.0,COP,2022-12-07,3255,3323,0,cave1_violated,-1,0.0188,0.0
0.052629,0.935512,-0.064488,0.055553,45.0,0.167187,60.0,1.0,0.086696,1.0,1.778844,1.660844,1.542844,1.542844,1.562279,-0.0335,1.035717,0.0,-0.140745,25.05536,32.182942,-7.127582,1.0,-1.028305,0.0,2.646449,0.030283,0.956159,0.0,0.0,0.129402,50.0,50.0,0.0,-0.063503,-0.118682,-0.014153,0.393619,0.207446,0.0,45.0,0.0,0.0,COP,2023-02-28,3310,3355,0,cave1_violated,-1,0.0132,0.0
0.026424,0.917559,-0.082441,0.027141,70.0,0.132106,60.0,1.0,0.082531,1.0,3.655465,3.537465,3.419465,3.419465,0.74103,-0.274233,0.736429,1.0,-0.073122,22.945481,39.330022,-16.384541,1.0,-1.405525,0.0,1.843954,0.018921,0.74145,0.0,0.0,0.144192,50.0,50.0,0.0,-0.053173,-0.097501,-0.007805,0.4,0.099998,0.0,70.0,0.0,0.0,COP,2024-07-22,3660,3730,0,cave1_violated,-1,0.0065,0.0
0.094155,0.860055,-0.139945,0.103942,69.0,0.14952,60.0,1.0,0.139945,1.0,1.964382,1.846382,1.728382,1.728382,1.027313,-0.325267,2.660856,0.0,-0.3826,15.49735,30.951022,-15.453673,1.0,-2.045943,0.0,4.825557,0.060378,1.481694,0.0,0.0,0.270659,50.0,50.0,0.0,-0.154141,-0.205598,-0.011841,0.640513,0.198289,0.0,69.0,0.0,0.0,COP,2024-12-26,3770,3839,0,cave1_violated,-1,0.1071,0.0
0.149715,0.990968,0.009032,0.176076,34.0,0.150007,60.0,1.0,1e-06,0.0,0.566702,0.448702,0.330702,0.330702,0.623547,-0.210199,0.374932,1.0,-1.332448,22.155197,29.953186,-7.797989,1.0,-0.457242,0.0,0.61513,0.024408,0.839297,0.0,0.0,0.160871,50.0,50.0,0.0,-0.061627,-0.079868,-0.006438,0.526319,0.302632,0.0,34.0,0.0,0.0,COR,2011-10-07,445,479,0,timeout,-1,0.0842,0.0114
0.091047,0.996592,-0.003408,0.100167,57.0,0.131065,60.0,1.0,0.023874,1.0,0.652028,0.534028,0.416028,0.416028,0.969327,0.082781,1.850787,0.0,-2.572959,24.637446,32.365315,-7.727869,1.0,-0.317288,0.0,0.518793,0.020395,0.986794,0.0,0.0,0.113385,50.0,50.0,0.0,-0.044046,-0.066814,0.004702,0.784621,0.123074,0.0,57.0,0.0,0.0,COR,2011-11-28,480,537,0,timeout,-1,0.0959,0.0
0.08775,0.954112,-0.045888,0.096191,30.0,0.150227,60.0,1.0,0.045889,1.0,1.095054,0.977054,0.859054,0.859054,1.141303,0.495306,0.979851,1.0,-0.071489,15.50537,17.346001,-1.840631,1.0,-1.94097,0.0,1.880533,0.027404,1.035073,1.0,1.0,0.202691,50.0,50.0,0.0,-0.08701,-0.113874,-0.02749,0.278909,0.462585,0.0,30.0,0.0,0.0,COR,2015-08-25,1420,1450,0,cave1_violated,-1,0.0065,0.0
0.109015,0.934565,-0.065435,0.122353,50.0,0.156259,60.0,1.0,0.065435,1.0,1.152807,1.034807,0.916807,0.916807,2.610741,0.327903,3.508033,0.0,-0.10136,12.26974,39.726719,-27.456979,1.0,-1.520232,0.0,1.649012,0.027001,0.994618,0.0,0.0,0.12974,50.0,50.0,0.0,-0.089099,-0.105899,-0.00618,0.410043,0.301256,1.0,50.0,0.0,0.0,COR,2018-05-22,2110,2160,0,cave1_violated,-1,0.0252,0.0
0.079773,0.985227,0.014773,0.086688,32.0,0.122404,60.0,1.0,0.051177,1.0,0.447582,0.329582,0.211582,0.211582,2.300373,0.149282,1.528818,0.0,0.032353,22.245502,26.818872,-4.57337,1.0,0.530533,0.0,1.506533,0.023065,0.924103,0.0,0.0,0.080024,50.0,50.0,0.0,-0.01844,-0.057762,-0.003487,0.818183,0.036363,0.0,32.0,0.0,0.0,COR,2018-07-26,2155,2187,1,breakout,7,0.0828,0.0
0.083163,0.96689,-0.03311,0.090707,53.0,0.150261,60.0,1.0,0.03311,1.0,0.983023,0.865023,0.747023,0.747023,1.20479,0.03269,1.751473,0.0,-0.029263,31.450897,44.034566,-12.583669,1.0,-2.571018,0.0,2.766912,0.02112,0.976873,1.0,0.0,0.127679,50.0,50.0,0.0,-0.061033,-0.062192,-0.004133,0.540426,0.080852,0.0,53.0,0.0,0.0,COR,2022-07-18,3155,3208,1,breakout,17,0.1289,0.0
0.129545,0.935957,-0.064043,0.148825,4.0,0.153503,60.0,1.0,0.064043,1.0,1.048323,0.930323,0.812323,0.812323,0.614025,0.446858,0.614085,1.0,-0.074904,14.886213,23.257078,-8.370864,1.0,-7.973569,0.0,6.151098,0.03576,1.208182,1.0,0.0,0.265784,50.0,50.0,0.0,-0.152464,-0.106484,-0.016771,0.707051,0.034358,0.0,4.0,1.0,0.0,COST,2018-12-18,2255,2259,0,cave1_violated,-1,0.0455,0.0
0.123931,0.944003,0.055997,0.141462,67.0,0.13909,60.0,1.0,0.039328,1.0,0.222156,0.104156,0.013844,0.013844,0.791531,-0.074338,0.715474,1.0,-0.022087,27.766975,19.206225,8.56075,1.0,-4.112899,0.0,16.774532,0.017205,0.909024,0.0,0.0,0.088558,50.0,50.0,0.0,-0.020174,0.023968,0.01063,0.533338,0.153532,0.0,67.0,0.0,0.0,COST,2025-03-12,3820,3887,0,timeout,-1,0.0274,0.0514
